,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
3839,GroenLinks,2023,2023-01-19,"Goedemorgen! ☕️ Heb jij je al aangemeld voor het PARTY Congres?🗓 Zaterdag 4 februari📍 Brabanthallen, Den BoschMeer informatie een aanmelden hier:(LINK)",no,opposition,left,progressive
3840,D66,2022,2022-09-13,"@USER @USER Vrouwen kunnen samen met hun arts samen vaststellen hoeveel tijd zij nodig hebben. Dat kan minder, maar net zo goed meer dan 5 dagen zijn. Een verplichte termijn van 5 dagen werkt onnodig belastend en kan veilige abortuszorg zelfs in de weg staan. ^Kim",no,coalition,middle,progressive
3841,D66,2023,2023-01-11,"@USER Nee hoor Hans, we willen de burger juist vooruit helpen. En dat hebben we afgelopen jaar ook proberen te doen! (LINK) ^Noa",no,coalition,middle,progressive
3842,SP,2022,2022-07-04,Luistertip! 📻PARTY-Kamerlid @USER is vanavond te horen bij @USER over het bezuinigen op de ouderenzorg. Luister om 18.45 uur mee naar @USER (LINK),yes,opposition,left,progressive
3843,PVV,2022,2022-04-30,"Twee fatwa’s, mijn lichaam als pop over straat gesleept en in de fik gestoken in Karachi, een prijs op mijn hoofd om me te vermoorden, ontelbare doodsbedreigingen, en diegene die in alle toonaarden zwijgt is minister-president Mark Rutte.",yes,opposition,right,conservative
3844,CDA,2022,2022-05-30,🎬 Europarlementariër @USER neemt ons mee achter de schermen tijdens het EPP Congress. Volg ons op Instagram! 👉 (LINK) #HASHTAG #HASHTAG (LINK),no,coalition,middle,conservative
3845,FvD,2022,2022-10-05,Volgens #HASHTAG is het essentieel voor de bescherming van onze natuur dat de stikstofuitstoot wordt verminderd. Is dat terecht? Lees het hele artikel op onze site. #HASHTAG (LINK),yes,opposition,right,conservative
3846,FvD,2022,2022-01-18,IC-verpleegkundige zwijgt niet langer : “We worden bedrogen!” (LINK),yes,opposition,right,conservative
3847,PVV,2022,2022-12-06,"Marokkaans tuig dat gericht zwaar vuurwerk gooit naar hulpverleners, trams en bussen. Als ik premier ben gaan ze het land uit. Allemaal. Zonder uitzondering. En met veel plezier. #HASHTAG #HASHTAG #HASHTAG",yes,opposition,right,conservative
3848,GroenLinks,2023,2023-03-07,Wie zien we vanavond in Rotterdam? ❤️💚,no,opposition,left,progressive
3849,SP,2022,2022-09-16,Luistertip! 📻@USER is vanavond te gast bij @USER hoe we de zeggenschap over de energiebedrijven terugkrijgen en de prijzen verlagen.Luister mee vanavond vanaf 18:30 uur naar @USER (LINK),yes,opposition,left,progressive
3850,GroenLinks,2022,2022-08-29,"""Politici moeten stoppen met bangmakerij. Lange wachtlijsten voor een sociale huurwoning of een hoge energierekening zijn niet de schuld van vluchtelingen. Elke politicus die dat wel beweert, spreekt niet de waarheid.""@USER #HASHTAG",no,opposition,left,progressive
3851,PVV,2023,2023-03-13,Natte vaatdoek.#HASHTAG (LINK),yes,opposition,right,conservative
3852,GroenLinks,2022,2022-09-21,"De rijkste 1% in NL betaalt 28% belasting terwijl de meesten van ons tot 50% betalen over ons inkomen 🤯Ongelijkheid groeit en dat komt door politieke keuzes. De PARTY is er niet voor de middenklasse, maar voor miljonairs en huisjesmelkers. Dat moet en kan eerlijker! #HASHTAG (LINK)",no,opposition,left,progressive
3853,ChristenUnie,2023,2023-03-07,"'Ik wil altijd weer op pad, aan tafel. Ik ben raadslid geweest in Utrecht en eerlijk gezegd heb ik toch die wijken voor ogen waar het net wat lastiger is.'@USER bij #HASHTAG @USER",no,opposition,left,middle
3854,SP,2022,2022-02-19,"Wat een mooie start van de campagne! Vandaag gingen door heel Nederland PARTY’ers de buurten in. Want de buurt is de toekomst.Doe ook mee! Voor goede zorg, betaalbaar wonen en meer veiligheid. #HASHTAG (LINK)",yes,opposition,left,progressive
3855,PvdA,2022,2022-12-03,"De sportclub is belangrijk voor ons allemaal. We kunnen er ontspannen, blijven er fit en sluiten er vriendschappen voor het leven.We moeten er daarom alles aan doen om sportclubs die in de problemen komen door de hoge energierekening, te helpen. @USER in de @USER ⤵️",no,opposition,left,progressive
3856,ChristenUnie,2022,2022-09-16,"Bedankt! Als je lid word, krijg je het magazine ook nog toegestuurd 👇(LINK)",no,opposition,left,middle
3857,CDA,2023,2023-01-25,Van een hoogdrempelige discussie naar een laagdrempelig gesprek over het slavernijverleden. Dat wil het PARTY.“Nieuwsgierigheid is nodig om te snappen waar ongelijkheid in onze samenleving vandaan komt. Maar ook om te weten wat nodig is om deze te verkleinen.” @USER (LINK),no,coalition,middle,conservative
3858,FvD,2022,2022-02-16,Bekijk hier onze reportage over de ernstige misstanden bij de GGD: (LINK) #HASHTAG #HASHTAG,yes,opposition,right,conservative
3859,FvD,2022,2022-06-07,"De #HASHTAG in Groningen moet nu worden hervat, zegt ook de Mijnraad. Wij waarschuwen al jaren voor de gevolgen van het dichtdraaien van de gaskraan. #HASHTAG wil Nederland laten draaien op eigen gas. Zo kan de energierekening omlaag en zijn we onafhankelijk van het buitenland. (LINK)",yes,opposition,right,conservative
3860,GroenLinks,2022,2022-06-08,"💡 In veel provincies gaat de kandidaatstelling om Provinciaal Statenlid te worden binnenkort open, of is deze al gestart.Heb jij interesse? Meld je dan aan voor onze oriëntatieavond op 21 juni van 19:00 tot 20:30u!(LINK)",no,opposition,left,progressive
3861,PvdA,2022,2022-12-14,"Het is nu juist belangrijk om sociale keuzes te maken, om eerlijk te delen. Wij durven die keuzes te maken en laten zien dat het kan.Lees hier meer over ons plan. ⤵️(LINK)",no,opposition,left,progressive
3862,PVV,2022,2022-06-15,Schande dat de PARTY-fractievoorzitter dit debat misbruikt voor zijn platte PARTY-haat. #HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
3863,SP,2022,2022-03-04,De onmacht die veel mensen voelen zetten we morgen om in actie - @USER #HASHTAG morgen naar Den Haag - (LINK),yes,opposition,left,progressive
3864,CDA,2023,2023-03-02,"""Het platteland staat voor grote veranderingen. Dat gaat niet alleen om de boeren, maar om de hele gemeenschap."" (LINK)",no,coalition,middle,conservative
3865,FvD,2022,2022-11-02,Relevanter dan ooit: 'De Aanval op de Natiestaat'. In zijn boek werpt @USER een kritische blik op Europese eenwording: de voortdurend uitbreidende EU ondermijnt de nationale staat en daarmee de democratie. #HASHTAG (LINK),yes,opposition,right,conservative
3866,D66,2022,2022-03-07,@USER @USER Fijn dat je zo’n goede hulp had! #HASHTAG ^Kim,no,coalition,middle,progressive
3867,GroenLinks,2023,2023-03-13,"""Jaar na jaar worden de klimaatdoelstellingen niet gehaald. Woensdag komt het kabinet wéér met een nieuw onderzoek, het zoveelste. Ze kunnen er inmiddels een bibliotheek van maken. Er is geen onderzoek maar actie nodig!""- @USER #HASHTAG",no,opposition,left,progressive
3868,FvD,2023,2023-01-19,Om 12:00 uur gaat Thierry Baudet LIVE op Instagram vanuit de Tweede Kamer voor een RECAP van #HASHTAG (LINK) #HASHTAG (LINK),yes,opposition,right,conservative
3869,SP,2022,2022-09-20,De lijnen van de Troontelefoon zijn open! Tot 18.00 uur kun je onze PARTY Kamerleden vertellen wat jij van de plannen van Rutte Kaag vindt. Bel naar 0800-022 5005 (LINK),yes,opposition,left,progressive
3870,FvD,2022,2022-10-25,"Massa-immigratie en de woningnood zijn onlosmakelijk verbonden. Elk jaar komen honderdduizenden migranten naar NL, die ook een woning willen. Aan tafel bij @USER pleitte @USER voor het sluiten van onze grenzen en een actievere inzet op remigratie. #HASHTAG (LINK)",yes,opposition,right,conservative
3871,FvD,2022,2022-01-14,De ‘Chinaficatie’ van Europa voltrekt zich voor onze ogen. Wat inspireert westerse regeringen om over te stappen naar het totalitaire model van de CCP? Michael P. Senger bespreekt de innige relatie van de CCP met de westerse elite. #HASHTAG (LINK),yes,opposition,right,conservative
3872,D66,2023,2023-03-13,"@USER @USER @USER @USER @USER Gratis tip? Geen twee vakjes aankruisen. Ongeldige stem! Dan kan je net zo goed toch op ons stemmen. 1 partij, 1 lijst 1 stem!^Ben",no,coalition,middle,progressive
3873,PVV,2022,2022-11-05,Jij verkloot het voor ons hele land met je open grenzen en “hoe meer asielzoekers hoe beter” onzin.,yes,opposition,right,conservative
3874,FvD,2022,2022-11-16,Onze politiemensen leveren fantastisch werk. Tegelijkertijd wordt het politieapparaat als instituut misbruikt om demonstranten wreed aan te pakken. @USER maakt zich zorgen om het toenemende politiegeweld. Bekijk zijn hele inbreng hier: (LINK) #HASHTAG (LINK),yes,opposition,right,conservative
3875,GroenLinks,2023,2023-02-27,"""Het idee van de PARTY over de samenleving is fundamenteel anders dan die van PARTY en @USER Willen we een PARTY-samenleving waarin het ieder voor zich is? Of een waar we er zijn voor elkaar?""- @USER #HASHTAG (LINK)",no,opposition,left,progressive
3876,FvD,2022,2022-05-18,De vijfde verlenging van de spoedwet sneuvelt in de Eerste Kamer. De juridische grondslag onder alle coronamaatregelen vervalt. Daarom werkt het kabinet nu aan een permanente coronawet. #HASHTAG Kamerlid @USER zal ook in de toekomst blijven kiezen voor vrijheid. (LINK),yes,opposition,right,conservative
3877,CDA,2022,2022-02-09,Geen extra gaswinning. Dat blijft onze inzet. Maar als dat niet lukt moeten tenminste alle opbrengsten naar Groningen. @USER “Ik heb er veel moeite mee dat de lasten bij Groningers terechtkomen en de lusten bij de rest van de samenleving.”🔗 (LINK) (LINK),no,coalition,middle,conservative
3878,PvdA,2023,2023-03-01,"""Ongelijkheid is het resultaat van politieke keuzes.""@USER tijdens de Townhall in Amsterdam. ⤵️(LINK)",no,opposition,left,progressive
3879,GroenLinks,2022,2022-03-08,"De strijd voor betere abortuszorg wordt al jaren gevoerd door activisten, verschillende organisaties en politici. Ook PARTY blijft zich inzetten voor betere, toegankelijke abortuszorg voor iedereen! ✊✊#HASHTAG (LINK)",no,opposition,left,progressive
3880,PvdA,2023,2023-02-07,"Van je werk moet je rond kunnen komen.🧑‍⚕️👨‍🏫Als je om mensen geeft, luister je naar wat zij nodig hebben. Dan kom je op voor de stakende buschauffeurs, zorgmedewerkers, leraren en pakketbezorgers. @USER over de verkiezingen bij #HASHTAG (LINK)",no,opposition,left,progressive
3881,D66,2022,2022-02-12,@USER @USER Dit GIFje gaat daar ongetwijfeld bij helpen! 😍 Succes met de campagne 👏 ^Kim #HASHTAG,no,coalition,middle,progressive
3882,FvD,2022,2022-07-04,Jesse Klaver wordt op zijn plek gezet door Gideon van Meijeren in discussie over boerenprotesten (LINK) via @USER #HASHTAG #HASHTAG #HASHTAG,yes,opposition,right,conservative
3883,PVV,2023,2023-03-14,"Ga morgen allemaal stemmen,#HASHTAG en #HASHTAG (LINK)",yes,opposition,right,conservative
3884,D66,2022,2022-02-08,"@USER Wij zijn voorstander van het correctief bindend referendum, waar nu een wetsvoorstel voor bij de Tweede Kamer in behandeling is. Zie ook: (LINK) ^Kim",no,coalition,middle,progressive
3885,GroenLinks,2022,2022-03-15,@USER Ik heb gehoord dat @USER een goede lokale optie is!,no,opposition,left,progressive
3886,GroenLinks,2022,2022-10-07,"“Ze verspreiden complotten en racistische opvattingen, en praten Poetins verschrikkelijke oorlog in Oekraïne goed.Inmiddels hebben ze daar ook bij de Publieke Omroep een podium voor. Wat mij betreft een absoluut dieptepunt.”- @USER #HASHTAG",no,opposition,left,progressive
3887,PVV,2023,2023-02-19,Zijn er plannen voor asielopvang in uw gemeente? Heeft u steun nodig om het tegen te houden? Mail naar: asielstop@USER #HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
3888,D66,2022,2022-11-19,@USER @USER @USER @USER Kapot goed maken bedoel je? Klopt! 👍 ^Kim,no,coalition,middle,progressive
3889,PVV,2022,2022-04-07,"Joost #HASHTAG van PARTY stemde zojuist TEGEN de #HASHTAG tegen #HASHTAG Eens een PARTY-er, altijd een PARTY-er.",yes,opposition,right,conservative
3890,PVV,2022,2022-11-09,Zaterdag weer in het land. Voor mij voor altijd: Sinterklaas én Zwarte Piet! #HASHTAG (LINK),yes,opposition,right,conservative
3891,GroenLinks,2022,2022-06-05,Wil je weten hoe je kan stemmen bij het #HASHTAG hoe de uitslag wordt bepaald en wie een stem mag uitbrengen?Bekijk dan de antwoorden op de veelgestelde vragen over het referendum:(LINK),no,opposition,left,progressive
3892,FvD,2023,2023-03-05,De escalatie van het conflict in Oekraïne baart ons grote zorgen. Nederland levert tanks en straks mogelijk F-16's. Waarom deze schijnbaar onvoorwaardelijke steun? Wat kost het ons? @USER en @USER stellen Kamervragen. #HASHTAG (LINK),yes,opposition,right,conservative
3893,PVV,2022,2022-06-14,Dus dat is wat het kabinet wil: de Nederlandse boeren eruit en de Algerijnen en Marokkanen uit Frankrijk erin. #HASHTAG,yes,opposition,right,conservative
3894,FvD,2023,2023-03-11,De peiling bewijst dat alles nog kan veranderen. Dat het beeld van de gevestigde media niet klopt. Dat de mensen in Nederland dwars door de overheidspropaganda heenkijken.Stem #HASHTAG op 15 maart!(LINK),yes,opposition,right,conservative
3895,SP,2022,2022-11-16,"Bedrijven die verdienen aan criminaliteit moeten meebetalen aan de bestrijding van criminaliteit. PARTY-Kamerlid @USER wil een Boevenbelasting, zodat banken en de rest van de Zuidas ook gaan betalen om criminelen aan te pakken. ⤵️ (LINK)",yes,opposition,left,progressive
3896,PvdA,2022,2022-06-01,"Welkom terug, Mohammed! 💪",no,opposition,left,progressive
3897,PVV,2023,2023-02-06,Turkse minister van Binnenlandse Zaken Soylu bevestigt dat Turkije 1126 ISIS-jihadisten naar Europa heeft gestuurd de afgelopen vijf jaar.,yes,opposition,right,conservative
3898,PvdA,2022,2022-08-22,De boodschappen worden duurder en de energieprijzen schieten door het dak.Tijd om te stoppen met pleisters plakken en om structureel te kijken wat er nodig is om mensen te helpen. @USER doet twee concrete voorstellen bij #HASHTAG ⤵️ (LINK),no,opposition,left,progressive
3899,FvD,2022,2022-09-20,"De geschatte kosten van de klimaatwet zijn nu al € 1000 miljard. De opbrengst is nihil: in het meest optimistische geval voorkomt het een temperatuurstijging van 0,0007 graden. Kansloos! Stop met de peperdure klimaatplannen en geef Nederlanders hun geld terug. #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
3900,D66,2022,2022-03-14,Je kunt stemmen voor de gemeenteraad! Maak kennis met 12 van onze lijsttrekkers. Van Losser tot Heerenveen. Van Hilversum tot Assen. Van Sittard-Geleen tot Weesp. 👇#HASHTAG (LINK),no,coalition,middle,progressive
3901,PVV,2023,2023-01-06,"PARTY’er Alexander Kops noemt het ingestelde prijsplafond ’rommelig, te ingewikkeld en halfbakken’. „Energiebedrijven zijn onbereikbaar; huishoudens weten niet waar zij aan toe zijn. Minister Jetten, ga het regelen en laat de mensen niet in de kou staan!”  #HASHTAG (LINK)",yes,opposition,right,conservative
3902,PVV,2023,2023-03-03,Het PARTY maakt de boeren en de vissers helemaal kapot en drukt dadelijk met hun asiel dwangwet nog meer asielzoekers door de strot van gemeenten in Nederland. Geen wonder dat de kiezer met ze afrekent. #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
3903,D66,2022,2022-03-15,@USER En in de Hoeksche Waard hebben we een hond! 🐱🐶(LINK) Nu jullie @USER 😉 ^Kim,no,coalition,middle,progressive
3904,PvdA,2022,2022-09-21,"""Premier Den Uyl zei het al: Waar visie ontbreekt, komt het volk om. De uitdagingen van deze tijd vragen om een sterke samenleving, gebaseerd op bestaanszekerheid, eerlijk delen, saamhorigheid en duurzaamheid. Waar mensen de erkenning krijgen die ze verdienen.""- @USER",no,opposition,left,progressive
3905,FvD,2023,2023-02-03,"Het COA verwacht dat komend jaar 75.500 (!) plekken nodig zijn voor asielzoekers. TIENDUIZENDEN mensen die eindigen zonder werk (en dus profiteren van een uitkering), onze taal niet leren en een potentieel gevaar zijn voor onze vrouwen. Dit moet stoppen! Stem #HASHTAG op 15 maart. (LINK)",yes,opposition,right,conservative
3906,PVV,2022,2022-09-21,Ontneem de heer Baudet het woord niet!Schandalig dat het kabinet wegloopt en de Voorzitter in al haar zwakte vervolgens Baudet het woord ontneemt. #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
3907,PVV,2022,2022-07-08,"In plaats van de grenzen te sluiten gaan ze gemeenten dwingen nog meer gelukzoekers op te vangen. Dat kost miljarden.Geld dat we beter hadden kunnen besteden aan meer koopkracht voor de miljoenen Nederlanders in geldnood. Foute keuzes, fout kabinet. (LINK)",yes,opposition,right,conservative
3908,PVV,2022,2022-07-26,Op weg naar de Tweede Kamer eerst even 62 keer aangifte doodsbedreigingen gedaan. Deze keer een fatwa van een Pakistaanse geestelijke en veel andere moslims die me in miljoenen stukken willen snijden of slachten als een varken maar vooral populair is de wens me te onthoofden. (LINK),yes,opposition,right,conservative
3909,FvD,2022,2022-12-22,Laatste dag voor het kerstreces. Alvast fijne feestdagen namens #HASHTAG (LINK),yes,opposition,right,conservative
3910,FvD,2022,2022-02-18,Speciaal voor carnaval ging #HASHTAG de studio in. Het resultaat staat nu online!🎵 - Ik omikron eraan🎵 - Blijf van mijn arm af🎵 - Da’s formeren🎵 - Laat geen prik in je arm🎵 - Ga niet scannenZing gezellig met ons mee! 🍻(LINK),yes,opposition,right,conservative
3911,PVV,2022,2022-06-18,"Rutte sloopt onze boeren met een stikstof dictaat, heeft lak aan miljoenen mensen met financiële problemen, rommelt ons illegaal een oorlog in, zorgt voor een mega asielcrisis door iedereen binnen te laten. Nog nooit had NL een premier die ons land zo ongelooflijk kapot maakt.",yes,opposition,right,conservative
3912,PVV,2022,2022-05-28,"Tja dat krijg je als een liegende premier hebt die problemen van gewone mensen niet oplost, de massa immigratie niet stopt, huizen met voorrang aan vreemdelingen geeft, mensen laat stikken met dure boodschappen etc.#HASHTAG (LINK) via @USER",yes,opposition,right,conservative
3913,CDA,2023,2023-03-05,"Vrede, veiligheid en democratie zijn niet vanzelfsprekend. Daar moeten we ons elke dag samen voor inzetten. @USER liep daarom met andere veteranen en PARTY’ers de Sunset March ter ere van de geallieerden die hebben gevochten voor onze vrijheid. #HASHTAG (LINK)",no,coalition,middle,conservative
3914,PVV,2022,2022-02-04,"Welke gek haalt dat terroristisch ISIS-tuig nou naar Nederland? Hou ze daar, voer ze aan de spreekwoordelijke krokodillen, stuur ze naar Allah of naar Riyad, doe met ze wat je wil, maar in hemelsnaam laat ze NOOIT meer terug komen naar Nederland.",yes,opposition,right,conservative
3915,ChristenUnie,2022,2022-01-18,Welkom terug Stieneke! 👋Vandaag is @USER opnieuw beëdigd als Tweede Kamerlid. Ze neemt de plek over van Carola Schouten nu zij weer als minister aan de slag is gegaan. (LINK),no,opposition,left,middle
3916,GroenLinks,2022,2022-09-07,@USER @USER @USER @USER Dat geldt dan toch ook voor een belastingverlaging? Bovendien: het is een politieke keuze waar je de rekening neerlegt. Wij kiezen ervoor een eerlijke bijdrage te vragen van grote bedrijfswinsten en de allerrijksten. Je hoeft het niet af te wentelen op de toekomst.,no,opposition,left,progressive
3917,ChristenUnie,2022,2022-03-16,Op wie heb jij gestemd vandaag? 💙 (LINK),no,opposition,left,middle
3918,PvdA,2022,2022-03-01,.@USER @USER en @USER gaat nu met elkaar in gesprek over de ontwikkelingen in Oekraïne.Kijk mee en stel ons je vragen. Ook niet-leden zijn welkom. ⤵️(LINK),no,opposition,left,progressive
3919,D66,2022,2022-06-18,Onderweg naar het congres? We leggen je graag alvast uit hoe het stemmen en meebeslissen zometeen werkt op het congres. Zorg dat jouw stem telt!#HASHTAG (LINK),no,coalition,middle,progressive
3920,GroenLinks,2022,2022-11-09,"Auto's zijn niet alleen slecht voor het klimaat, maar ook voor onze gezondheid. Door de uitstoot van gevaarlijke stoffen overlijden elk jaar duizenden mensen.Onze Europarlementariër @USER wil strengere Europese regels:(LINK)",no,opposition,left,progressive
3921,FvD,2022,2022-11-14,❌ @USER Rutte reageert op een slordig geknutseld filmpje van #HASHTAG @USER @USER waarschuwt juist voor omstandigheden die in het verleden hebben geleid tot (politie)geweld en pleit daarom - maar dat heeft @USER expres afgeknipt - voor VREEDZAAM protest.,yes,opposition,right,conservative
3922,GroenLinks,2022,2022-03-09,📍 Arnhem/NijmegenHier worden klimaatambities werkelijkheid: openbare gebouwen en verlichting over op 100% duurzame energie! ☀️ @USER,no,opposition,left,progressive
3923,FvD,2022,2022-09-02,"Wie de volledige macht over een land wil, begint met het onteigenen van boeren. Het gebeurde eerder al in China en dreigt nu ook in Nederland te gebeuren. Amerikaanse journalist @USER waarschuwt voor de vergaande plannen van onze op macht beluste elites. #HASHTAG (LINK)",yes,opposition,right,conservative
3924,D66,2022,2022-03-16,@USER Goed bezig! ^Evi,no,coalition,middle,progressive
3925,PVV,2023,2023-02-24,Belang van Groningers jarenlang bewust genegeerd. Onvergeeflijk. Nu snel orde op zaken stellen voor Groningers. En diegene die tijdens dit jarenlange drama premier was en faalde is premier Rutte. Hij moet nu zijn hoofd buigen voor de Groningers en aftreden!#HASHTAG #HASHTAG,yes,opposition,right,conservative
3926,FvD,2022,2022-07-12,"#HASHTAG is fel tegenstander van ‘handelsverdrag’ #HASHTAG dat zojuist is aangenomen door de Eerste Kamer. Het betekent een nog verdere ondermijning van het mkb, onze #HASHTAG en soevereiniteit. @USER (LINK)",yes,opposition,right,conservative
3927,SP,2022,2022-06-19,"De boodschappen, energierekening, tanken en de huur: het wordt allemaal duurder terwijl onze inkomens niet meestijgen. Daarom starten we een campagne voor meer koopkracht: De kosten moeten omlaag en de grote bedrijven moeten hun eerlijke deel betalen.👇(LINK)",yes,opposition,left,progressive
3928,PVV,2022,2022-04-10,Gefeliciteerd @USER (LINK),yes,opposition,right,conservative
3929,SP,2022,2022-01-27,"Het kabinet weigert in te grijpen waardoor huurexplosie dreigt. Wonen moet weer een recht worden in plaats van een ""markt"".Doe mee en kom in actie om de huurexplosie te stoppen. 👉 (LINK) (LINK)",yes,opposition,left,progressive
3930,ChristenUnie,2022,2022-07-08,Er komt een verbod op reclame voor online gokken en dat is goed nieuws! Want door het legaliseren van gokken is het aantal gokverslaafden hard gestegen. @USER heeft zich daarom de afgelopen tijd enorm ingezet om ervoor te zorgen dat dit verbod er komt. (LINK),no,opposition,left,middle
3931,ChristenUnie,2023,2023-03-07,Een handelsakkoord tussen de Europese Unie en het Zuid-Amerikaanse ‘Mercosur’? Met dramatische gevolgen voor de natuur en de duurzame toekomst van onze boeren?   Dacht het niet. ❌ (LINK),no,opposition,left,middle
3932,FvD,2023,2023-03-08,"De obsessie met plantaardig voedsel, krekels en 3D-geprinte burgers neemt ongezonde vormen aan. #HASHTAG wil de radicale transformatie van ons dieet stoppen. Vlees en andere dierlijke producten zijn onmisbaar voor een vitale levensstijl. (LINK)",yes,opposition,right,conservative
3933,PVV,2022,2022-10-23,Goedemorgen Nederland ❤️ (LINK),yes,opposition,right,conservative
3934,FvD,2022,2022-06-01,"Belachelijk. Maar niet onverwacht. De overheid bemoeit zich steeds meer met onze gezondheid. Wat we eten, of we wel of niet #HASHTAG of we naar buiten gaan tijdens een griepseizoen: de Staat wil het bepalen. #HASHTAG staat voor eigen verantwoordelijkheid. Laat mensen zelf beslissen! (LINK)",yes,opposition,right,conservative
3935,PvdA,2023,2023-02-04,"Voor iedereen, die snakt naar verandering.Voor iedereen, die kiest voor vooruitgang. Voor iedereen, die behoefte heeft aan optimisme en hoop. Voor al die mensen heb ik goed nieuws. Het begint vandaag. Hier. Nu.Links wordt de grootste.@USER #HASHTAG (LINK)",no,opposition,left,progressive
3936,FvD,2022,2022-11-14,"❌ @USER “Van Meijeren spreekt over “bezetten” Kamer”@USER heeft dat woord - dat impliceert dat mensen de Kamer binnendringen, i.p.v. rondom het gebouw demonstreren - helemaal niet in de mond genomen. Nogal een verschil. Binnendringen is strafbaar, demonstreren niet.",yes,opposition,right,conservative
3937,FvD,2022,2022-05-12,#HASHTAG zijn door de #HASHTAG onterecht bij hun ouders weggehaald. Bij het debat hierover stuurt PARTY een nieuw Kamerlid zodat hij niet geïnterrumpeerd mag worden. Totaal harteloos richting de wanhopige ouders. Wat een verachtelijke truc. #HASHTAG #HASHTAG,yes,opposition,right,conservative
3938,FvD,2022,2022-05-29,Teken net als ruim 63.000 anderen onze petitie tegen de permanente coronawet.(LINK),yes,opposition,right,conservative
3939,FvD,2022,2022-01-27,#HASHTAG @USER is samen met @USER van Stichting Moederhart op onderzoek uitgegaan. Bij GGD-vaccinatielocaties hebben ze ernstige misstanden aangetroffen. Regels ter bescherming van kinderen worden aan de laars gelapt. Volgende week de schokkende onthullingen. (LINK),yes,opposition,right,conservative
3940,FvD,2022,2022-06-10,Onder het mom van 'klimaatdoelen' is de Nederlandse energie-infrastructuur ontmanteld. Als gevolg zijn we afhankelijk van buitenlands gas en onbetrouwbare 'groene' energie. @USER confronteert de PARTY met de beleidskeuzes die hebben geleid tot de hoge energieprijzen. #HASHTAG (LINK),yes,opposition,right,conservative
3941,SP,2022,2022-09-03,"1,2 miljoen huishoudens krijgen moeite met het betalen van hun maandelijkse lasten. Mensen die eerder konden rondkomen komen in de problemen. - Arjan Vliegenthart (Nibud), koopkracht symposium. #HASHTAG (LINK)",yes,opposition,left,progressive
3942,D66,2023,2023-03-15,De stembussen zijn gesloten. Bedankt voor je stem! Nu zijn de provincies aan zet. Samen aan de slag. Een Nederland voor iedereen. 💚#HASHTAG #HASHTAG je aan 👉 (LINK) (LINK),no,coalition,middle,progressive
3943,PvdA,2022,2022-09-22,Ons plan om ervoor te zorgen dat niemand in de kou komt te zitten: (LINK) (LINK),no,opposition,left,progressive
3944,FvD,2022,2022-10-31,"🎥 NU LIVE! Forum Inside #HASHTAG Tinder, Woke-Propaganda en Kijkersvragen over Andrew Tate #HASHTAG #HASHTAG",yes,opposition,right,conservative
3945,FvD,2022,2022-05-11,Vandaag kwamen Rutte en Kaag op bezoek om de Voorjaarsnota te bespreken. #HASHTAG doet niet mee aan achterkamertjespolitiek; de begroting hoort in de Kamer te worden besproken. Daarom hebben wij opnieuw onze visie voor Nederland uiteengezet. Lees hier: (LINK),yes,opposition,right,conservative
3946,ChristenUnie,2022,2022-02-28,"We leven op een prachtige planeet, maar dat moeten we wel zo zien te houden. #HASHTAG (LINK)",no,opposition,left,middle
3947,SP,2023,2023-03-05,Kijktip! 📺 Morgenochtend is @USER bij Goedemorgen Nederland over de gestegen rekeningen en het nationaliseren van de energie.Kijk mee vanaf 07.00 uur op @USER (LINK),yes,opposition,left,progressive
3948,PVV,2022,2022-06-24,"De Kaag-folder: kom maar hierheen allemaal.Uitkering, huur, zorg allemaal gratis!Het wordt tijd voor de Wilders-folder:je komt er nooit in hier en lukt het je toch dan zetten we je het land uit of gooien je de cel in en de sleutel weg.(LINK) via @USER",yes,opposition,right,conservative
3949,SP,2023,2023-01-18,"Het kabinet wil onze energie overlaten aan de markt door de salderingsregeling af te schaffen. Dit vergroot de risico's voor de consument, en zorgt voor meer winst van energiebedrijven.Lees het opinieartikel van PARTY-Kamerlid @USER in het AD via🔗 (LINK) (LINK)",yes,opposition,left,progressive
3950,PvdA,2022,2022-02-10,"In tijden van versplintering bundelen wij de krachten. Omdat we weten dat er andere, betere keuzes voor Nederland nodig zijn.Met onze alternatieve plannen laten we zien: Nederland kan eerlijker, groener en socialer! 🌹 (LINK)",no,opposition,left,progressive
3951,SP,2023,2023-02-05,🤩 Ook dit weekend waren PARTY'ers actief in heel Nederland om steun op te halen voor onze Volkspetitie om de energie te nationaliseren. Al meer dan 115.000 mensen steunen deze oproep.Zaterdag komen we hiervoor in actie tijdens het Volksprotest. Jij ook? 👇(LINK) (LINK),yes,opposition,left,progressive
3952,GroenLinks,2022,2022-03-01,"""We kennen de oplossingen al. We moeten die alleen nog uitvoeren."" Kamerlid @USER over hoe we van onze fossiele verslaving en afhankelijkheid van Russisch gas afkomen. (LINK)",no,opposition,left,progressive
